City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
234,tigil,57.8,158.6667,284.88,81,100,1.12,RU,1691278036
235,saldanha,-33.0117,17.9442,281.18,88,94,2.18,ZA,1691278036
236,nishihara,26.1842,127.7558,300.18,97,100,18.52,JP,1691278037
237,colac,-38.3333,143.5833,283.06,85,65,0.86,AU,1691278037
238,poronaysk,49.2167,143.1167,289.2,83,96,0.44,RU,1691278038
239,kropotkin,45.4375,40.5756,300.68,36,0,6.32,RU,1691278038
240,taunggyi,20.7833,97.0333,290.37,95,100,2.01,MM,1691278039
241,liwale,-9.7667,37.9333,290.8,90,37,2.15,TZ,1691278039
242,deputatskiy,69.3,139.9,277.61,73,99,3.06,RU,1691278039
243,chernyshevskiy,63.0128,112.4714,287.9,74,43,5.76,RU,1691278039
244,emerald,-23.5333,148.1667,291.12,57,0,5.44,AU,1691278040
245,port-gentil,-0.7193,8.7815,296.13,88,75,3.6,GA,1691278040
246,ponta do sol,32.6667,-17.1,295.5,77,6,2.37,PT,1691278040
247,rodrigues alves,-7.738,-72.6509,299.26,64,56,0.78,BR,1691278041
248,dagshai,30.8833,77.05,290.49,86,78,1.64,IN,1691278041
249,dunedin,-45.8742,170.5036,282.08,72,52,1.34,NZ,1691277894
250,sao filipe,14.8961,-24.4956,298.71,80,11,3.42,CV,1691278041
